dept,ctc
PUBLIC LIBRARY,48576
POLICE,77238
PUBLIC LIBRARY,54564
CULTURAL AFFAIRS,84180
POLICE,60918
POLICE,77238
TRANSPORTN,73216
POLICE,77238
POLICE,92778
POLICE,77238
TRANSPORTN,90002
STREETS & SAN,70408
STREETS & SAN,65894
FLEET MANAGEMNT,93933
AVIATION,75088
COMMUNITY DEVELOPMENT,73620
POLICE,81090
GENERAL SERVICES,84032
FIRE,83148
TRANSPORTN,64248
POLICE,111096
POLICE,74628
STREETS & SAN,65894
POLICE,79926
POLICE,85278
FAMILY & SUPPORT,2756
STREETS & SAN,73932
POLICE,77238
POLICE,71040
POLICE,95694
POLICE,81090
POLICE,83562
POLICE,104604
POLICE,79926
PUBLIC LIBRARY,46428
POLICE,83562
GENERAL SERVICES,40019
FIRE,71082
PUBLIC LIBRARY,40368
BOARD OF ELECTION,59436
HEALTH,73932
FIRE,98766
POLICE,16047
POLICE,95694
OEMC,18886
STREETS & SAN,74277
WATER MGMNT,82638
POLICE,85278
WATER MGMNT,70408
AVIATION,84032
FIRE,71082
AVIATION,88812
POLICE,89646
TRANSPORTN,70408
CITY CLERK,10920
PUBLIC LIBRARY,50952
POLICE,74628
FLEET MANAGEMNT,65894
POLICE,17618
STREETS & SAN,65894
OEMC,18886
POLICE,43104
OEMC,67656
WATER MGMNT,73216
OEMC,18886
HEALTH,88143
HEALTH,101040
STREETS & SAN,65894
POLICE,74628
OEMC,18886
POLICE,19313
STREETS & SAN,65894
FLEET MANAGEMNT,89773
STREETS & SAN,88872
STREETS & SAN,70408
PUBLIC LIBRARY,88140
PUBLIC LIBRARY,73932
REVENUE,53340
POLICE,77238
WATER MGMNT,89773
ANIMAL CONTRL,48924
PUBLIC LIBRARY,33216
POLICE,79926
POLICE,79926
STREETS & SAN,70408
POLICE,77238
POLICE,77238
POLICE,74628
POLICE,77238
WATER MGMNT,95832
ANIMAL CONTRL,61692
WATER MGMNT,39504
COMMUNITY DEVELOPMENT,73752
FIRE,83148
FIRE,83922
POLICE,79926
WATER MGMNT,73216
POLICE,16047
FIRE,83562
FIRE,87756
POLICE,74628
FIRE,78354
FIRE,96870
POLICE,79926
FIRE,74628
TRANSPORTN,73216
POLICE,79926
HUMAN RESOURCES,64152
POLICE,95694
POLICE,82878
FAMILY & SUPPORT,57084
STREETS & SAN,65894
LAW,58716
WATER MGMNT,70408
OEMC,58860
STREETS & SAN,65894
POLICE,101958
POLICE,60918
FIRE,79926
STREETS & SAN,70408
POLICE,77238
REVENUE,44568
FIRE,78354
HUMAN RESOURCES,36400
STREETS & SAN,70408
POLICE,77238
COMMUNITY DEVELOPMENT,99600
FIRE,83028
TRANSPORTN,73216
POLICE,77238
FIRE,100482
OEMC,88872
FIRE,120228
HEALTH,46428
POLICE,101958
POLICE,74628
POLICE,74628
FIRE,94134
POLICE,71040
TRANSPORTN,73216
TRANSPORTN,73216
GENERAL SERVICES,63276
POLICE,71040
WATER MGMNT,61610
FIRE,80214
AVIATION,61308
STREETS & SAN,70408
PUBLIC LIBRARY,14706
FIRE,78354
POLICE,77238
FIRE,78354
POLICE,77238
FIRE,78354
POLICE,20259
FIRE,96366
IPRA,88872
STREETS & SAN,65894
POLICE,74628
FIRE,83148
FIRE,83148
WATER MGMNT,93808
POLICE,82878
AVIATION,61610
TRANSPORTN,96276
POLICE,74628
POLICE,79926
POLICE,19313
WATER MGMNT,81182
PUBLIC LIBRARY,54564
STREETS & SAN,65894
PUBLIC LIBRARY,38568
POLICE,82878
CITY CLERK,46428
WATER MGMNT,91520
TRANSPORTN,84968
CITY COUNCIL,72540
POLICE,77238
FLEET MANAGEMNT,86070
PUBLIC LIBRARY,14706
POLICE,74628
FAMILY & SUPPORT,9516
POLICE,74628
STREETS & SAN,74277
FLEET MANAGEMNT,84365
BUILDINGS,108014
FIRE,87756
OEMC,84968
POLICE,79926
POLICE,83562
POLICE,16806
FIRE,86460
POLICE,79926
AVIATION,70408
POLICE,77238
POLICE,74628
POLICE,77238
BOARD OF ELECTION,56592
TRANSPORTN,73216
POLICE,15319
POLICE,74628
TRANSPORTN,84032
REVENUE,65666
POLICE,83916
POLICE,89646
FIRE,81096
OEMC,84032
POLICE,77238
POLICE,83562
DoIT,10400
FINANCE,151572
POLICE,79926
WATER MGMNT,82638
REVENUE,128004
REVENUE,60180
POLICE,74628
POLICE,77238
GENERAL SERVICES,84032
FINANCE,80916
POLICE,77238
POLICE,74628
POLICE,85278
FIRE,81096
WATER MGMNT,89294
FAMILY & SUPPORT,9516
POLICE,79926
AVIATION,70408
STREETS & SAN,71469
POLICE,89646
AVIATION,106884
FIRE,123090
POLICE,82878
POLICE,86508
STREETS & SAN,71469
GENERAL SERVICES,86986
FIRE,78354
BUILDINGS,87720
POLICE,74628
FIRE,131406
WATER MGMNT,95680
PUBLIC LIBRARY,80808
FIRE,78354
POLICE,98766
POLICE,15319
POLICE,77238
BUILDINGS,101700
POLICE,86508
FIRE,78354
AVIATION,82638
FIRE,105018
FIRE,101958
FIRE,98766
POLICE,82878
FIRE,147438
WATER MGMNT,73848
POLICE,82878
PUBLIC LIBRARY,11471
TRANSPORTN,90002
GENERAL SERVICES,84802
POLICE,77238
PUBLIC LIBRARY,40368
FLEET MANAGEMNT,89773
POLICE,85278
HUMAN RESOURCES,43656
FIRE,89838
POLICE,61308
PUBLIC LIBRARY,11471
FAMILY & SUPPORT,112332
OEMC,61692
OEMC,18886
PUBLIC LIBRARY,14706
POLICE,82878
OEMC,41856
FIRE,127608
AVIATION,55044
OEMC,18886
STREETS & SAN,71469
HEALTH,53340
POLICE,55872
FIRE,116664
WATER MGMNT,82638
POLICE,55872
IPRA,84888
POLICE,77238
LAW,60408
AVIATION,89440
FIRE,98766
FLEET MANAGEMNT,52824
STREETS & SAN,79040
POLICE,74628
POLICE,82878
FIRE,89646
POLICE,64596
PUBLIC LIBRARY,47172
POLICE,86508
CULTURAL AFFAIRS,106884
FIRE,150264
FIRE,81096
POLICE,79926
POLICE,74628
FLEET MANAGEMNT,89440
POLICE,82878
OEMC,67656
CITY COUNCIL,27036
WATER MGMNT,95992
PUBLIC LIBRARY,60180
POLICE,74628
FIRE,83562
POLICE,74628
STREETS & SAN,70408
STREETS & SAN,70408
WATER MGMNT,84032
POLICE,60918
POLICE,95694
POLICE,60408
POLICE,79926
HEALTH,50952
POLICE,71040
POLICE,79926
POLICE,71040
PUBLIC LIBRARY,61308
AVIATION,21258
BOARD OF ELECTION,44352
POLICE,58548
BUSINESS AFFAIRS,48576
HEALTH,73848
AVIATION,53340
OEMC,18886
POLICE,107820
WATER MGMNT,73216
POLICE,77238
PUBLIC LIBRARY,57264
PROCUREMENT,55872
POLICE,79926
POLICE,77238
POLICE,74628
WATER MGMNT,82638
HUMAN RELATIONS,88140
TRANSPORTN,70408
POLICE,79926
TRANSPORTN,70408
POLICE,60918
TRANSPORTN,89773
POLICE,77238
FAMILY & SUPPORT,8580
POLICE,74628
FIRE,98766
POLICE,82878
STREETS & SAN,39541
POLICE,86508
POLICE,83562
POLICE,77238
POLICE,79926
POLICE,89646
FIRE,120228
FIRE,77238
POLICE,82878
PUBLIC LIBRARY,36780
POLICE,79926
STREETS & SAN,65894
POLICE,77238
CITY CLERK,9880
POLICE,13832
OEMC,70884
AVIATION,84365
POLICE,86508
POLICE,64374
TRANSPORTN,105240
POLICE,82878
POLICE,82878
POLICE,79926
BUSINESS AFFAIRS,70380
STREETS & SAN,81000
FAMILY & SUPPORT,2756
POLICE,77238
BUSINESS AFFAIRS,60708
HEALTH,50952
POLICE,77238
OEMC,104100
PUBLIC LIBRARY,80016
STREETS & SAN,65894
POLICE,74628
POLICE,95694
FIRE,103704
FIRE,79926
STREETS & SAN,65894
POLICE,77238
FIRE,71082
POLICE,77238
POLICE,74628
MAYOR'S OFFICE,40008
AVIATION,70408
FIRE,77238
POLICE,79926
STREETS & SAN,46134
REVENUE,44568
PUBLIC LIBRARY,66960
POLICE,74628
WATER MGMNT,73216
FIRE,86508
POLICE,15319
STREETS & SAN,93808
OEMC,18886
FIRE,74628
POLICE,92778
CULTURAL AFFAIRS,90696
POLICE,98766
OEMC,64596
TRANSPORTN,81000
POLICE,92778
POLICE,77238
POLICE,77238
PROCUREMENT,80916
POLICE,114498
POLICE,85278
POLICE,111096
HEALTH,67308
FIRE,81096
TRANSPORTN,84968
POLICE,79926
FIRE,85914
POLICE,74628
POLICE,98766
OEMC,53628
CITY CLERK,73848
POLICE,82878
POLICE,101958
GENERAL SERVICES,81182
POLICE,98766
BUILDINGS,93808
WATER MGMNT,84032
GENERAL SERVICES,73216
STREETS & SAN,110880
POLICE,74628
STREETS & SAN,74277
POLICE,89646
POLICE,114498
FIRE,86460
POLICE,16806
OEMC,84968
FIRE,83922
POLICE,82878
POLICE,77238
WATER MGMNT,40019
FIRE,100482
POLICE,95694
WATER MGMNT,73216
WATER MGMNT,61308
TRANSPORTN,73216
POLICE,85278
FAMILY & SUPPORT,41220
POLICE,98766
STREETS & SAN,46134
POLICE,17618
FIRE,83922
POLICE,82878
FAMILY & SUPPORT,29702
FIRE,87756
FIRE,78354
FIRE,74628
FIRE,74628
POLICE,89646
POLICE,95694
POLICE,85278
WATER MGMNT,91520
FIRE,95694
WATER MGMNT,73216
WATER MGMNT,93840
FIRE,103704
POLICE,70464
STREETS & SAN,79040
POLICE,82878
POLICE,85278
POLICE,74628
OEMC,18886
POLICE,79926
FIRE,78354
AVIATION,67296
FIRE,83148
FIRE,103704
POLICE,81090
STREETS & SAN,74277
POLICE,15153
POLICE,77238
FIRE,74628
POLICE,74628
POLICE,77238
POLICE,71040
POLICE,82878
POLICE,79926
TRANSPORTN,70408
POLICE,82878
POLICE,74628
WATER MGMNT,73216
FAMILY & SUPPORT,57948
STREETS & SAN,70408
POLICE,82878
POLICE,77238
CITY COUNCIL,110556
POLICE,82878
FLEET MANAGEMNT,84032
FLEET MANAGEMNT,89773
POLICE,79926
FIRE,106884
STREETS & SAN,70408
POLICE,77238
POLICE,77238
POLICE,79926
STREETS & SAN,65894
POLICE,82878
POLICE,43104
TRANSPORTN,96276
POLICE,74628
BUSINESS AFFAIRS,70380
OEMC,58860
AVIATION,110004
PROCUREMENT,70380
POLICE,86508
FINANCE,61308
POLICE,71040
POLICE,79926
POLICE,83562
FIRE,101958
FIRE,96870
FIRE,77238
POLICE,77238
POLICE,79926
POLICE,82878
FIRE,67596
POLICE,74628
WATER MGMNT,70408
GENERAL SERVICES,73752
HUMAN RESOURCES,57648
GENERAL SERVICES,31824
POLICE,79926
WATER MGMNT,73216
POLICE,74628
FIRE,77238
POLICE,74628
FIRE,86460
FIRE,77238
POLICE,74628
CITY CLERK,10920
POLICE,79926
FAMILY & SUPPORT,8580
FIRE,74628
POLICE,82878
STREETS & SAN,71469
STREETS & SAN,70408
POLICE,83916
POLICE,114498
FIRE,81096
POLICE,77238
POLICE,70884
OEMC,18886
OEMC,70884
LAW,93840
POLICE,15319
GENERAL SERVICES,87464
POLICE,114498
FIRE,64374
WATER MGMNT,91520
GENERAL SERVICES,134868
POLICE,74628
FIRE,86460
FLEET MANAGEMNT,42432
HEALTH,93048
BUILDINGS,88140
FIRE,123090
FIRE,98766
POLICE,98766
POLICE,77238
POLICE,77238
WATER MGMNT,73216
FLEET MANAGEMNT,93933
POLICE,82878
POLICE,43104
AVIATION,79040
POLICE,79926
WATER MGMNT,81182
POLICE,95694
POLICE,16047
HEALTH,55128
POLICE,82878
POLICE,77238
STREETS & SAN,102156
POLICE,114498
FIRE,103704
FIRE,71082
POLICE,80862
GENERAL SERVICES,84032
POLICE,58548
POLICE,82878
POLICE,89646
HEALTH,67296
FIRE,71082
GENERAL SERVICES,84032
POLICE,71040
HEALTH,44280
POLICE,79926
POLICE,77238
PUBLIC LIBRARY,60180
WATER MGMNT,86986
POLICE,77238
WATER MGMNT,82638
AVIATION,82638
POLICE,79926
FIRE,116664
WATER MGMNT,86986
POLICE,82878
FIRE,101958
POLICE,74628
FAMILY & SUPPORT,55872
CITY COUNCIL,74328
POLICE,81090
OEMC,70884
WATER MGMNT,73216
POLICE,98766
FLEET MANAGEMNT,88140
POLICE,17618
POLICE,74628
POLICE,71040
FIRE,78354
FIRE,83562
WATER MGMNT,73216
WATER MGMNT,96276
LAW,43836
FIRE,83148
STREETS & SAN,55872
POLICE,92268
POLICE,16047
WATER MGMNT,73216
AVIATION,70408
BUDGET & MGMT,60408
OEMC,18886
HEALTH,67296
AVIATION,137052
POLICE,74628
POLICE,78384
FAMILY & SUPPORT,2756
POLICE,85278
POLICE,92778
POLICE,71040
POLICE,19313
POLICE,92778
POLICE,79926
POLICE,74628
POLICE,77238
TRANSPORTN,73216
POLICE,74628
LAW,86400
FIRE,89646
POLICE,74628
POLICE,74628
FIRE,67596
FIRE,77238
DoIT,91632
FAMILY & SUPPORT,2756
POLICE,77238
FIRE,80214
FIRE,83148
DoIT,80916
WATER MGMNT,105240
WATER MGMNT,81182
STREETS & SAN,65894
POLICE,95694
FLEET MANAGEMNT,73848
STREETS & SAN,65894
REVENUE,38748
CITY COUNCIL,72540
STREETS & SAN,73848
GENERAL SERVICES,95680
FLEET MANAGEMNT,70408
POLICE,67704
POLICE,95694
POLICE,95694
POLICE,107820
TRANSPORTN,70408
POLICE,79926
PUBLIC LIBRARY,61308
POLICE,77238
POLICE,101958
WATER MGMNT,84032
GENERAL SERVICES,82638
ENVIRONMENT,96276
POLICE,85278
FIRE,67596
POLICE,74628
POLICE,85278
AVIATION,21258
POLICE,77238
FIRE,103704
INSPECTOR GEN,126624
HEALTH,91632
POLICE,74628
CITY CLERK,50952
POLICE,92268
WATER MGMNT,89436
WATER MGMNT,89294
POLICE,9360
POLICE,74628
FIRE,67596
POLICE,79926
TRANSPORTN,75088
AVIATION,89773
FIRE,86508
TRANSPORTN,70408
AVIATION,70408
STREETS & SAN,71469
FIRE,94134
FIRE,101958
STREETS & SAN,65894
GENERAL SERVICES,38584
WATER MGMNT,73216
POLICE,87048
FIRE,86460
POLICE,77238
POLICE,86508
STREETS & SAN,67808
FAMILY & SUPPORT,46428
FIRE,81096
WATER MGMNT,82638
OEMC,59796
POLICE,85278
WATER MGMNT,73216
POLICE,86508
FIRE,67596
TRANSPORTN,73216
POLICE,82878
AVIATION,70408
POLICE,92778
BUSINESS AFFAIRS,83940
PUBLIC LIBRARY,88140
POLICE,77238
POLICE,77238
POLICE,111096
OEMC,50952
AVIATION,114588
POLICE,92778
POLICE,77238
FLEET MANAGEMNT,84032
POLICE,77238
STREETS & SAN,65894
POLICE,79926
REVENUE,50952
FAMILY & SUPPORT,84420
CITY CLERK,10920
POLICE,43104
POLICE,67704
POLICE,74628
POLICE,74628
POLICE,74628
FIRE,80862
POLICE,74628
POLICE,77238
WATER MGMNT,95680
FLEET MANAGEMNT,84032
FIRE,78354
FIRE,83562
GENERAL SERVICES,81182
WATER MGMNT,93808
POLICE,73752
POLICE,92778
FIRE,116664
PUBLIC LIBRARY,88140
FLEET MANAGEMNT,42432
STREETS & SAN,88812
POLICE,77238
POLICE,95694
POLICE,79926
POLICE,77238
WATER MGMNT,73932
FIRE,83028
FIRE,81096
POLICE,82878
POLICE,77238
STREETS & SAN,71635
FINANCE,45240
WATER MGMNT,82638
POLICE,85278
WATER MGMNT,73216
POLICE,21268
POLICE,74628
POLICE,77238
POLICE,86508
POLICE,77238
POLICE,77238
FIRE,98766
COMMUNITY DEVELOPMENT,91152
FLEET MANAGEMNT,89773
AVIATION,70408
FIRE,83148
FIRE,111096
POLICE,82878
POLICE,44280
POLICE,74628
OEMC,18886
OEMC,67656
POLICE,79926
FIRE,83148
POLICE,82878
HEALTH,69684
TRANSPORTN,48576
BOARD OF ELECTION,48888
AVIATION,63586
FAMILY & SUPPORT,52824
TRANSPORTN,73216
HUMAN RESOURCES,62964
POLICE,82878
FIRE,162012
STREETS & SAN,65894
POLICE,77238
POLICE,83562
WATER MGMNT,89773
FIRE,67704
FLEET MANAGEMNT,93933
POLICE,82878
REVENUE,64152
POLICE,79926
PUBLIC LIBRARY,35124
COMPLIANCE,89364
HEALTH,46428
POLICE,105018
OEMC,18886
FIRE,109614
FIRE,125148
POLICE,43104
POLICE,79926
LAW,108660
FIRE,69210
CITY COUNCIL,52320
WATER MGMNT,70408
HUMAN RESOURCES,37572
STREETS & SAN,46134
FIRE,79926
POLICE,60918
INSPECTOR GEN,57084
AVIATION,39960
AVIATION,24752
STREETS & SAN,67808
POLICE,105018
LAW,25152
POLICE,86508
POLICE,85278
FIRE,116664
FIRE,121530
FIRE,87294
HEALTH,50952
POLICE,42264
FAMILY & SUPPORT,8580
FIRE,78354
POLICE,85278
POLICE,79926
WATER MGMNT,67296
POLICE,15319
STREETS & SAN,39541
REVENUE,75088
POLICE,79926
POLICE,55308
OEMC,61692
FIRE,79926
WATER MGMNT,95680
POLICE,61308
GENERAL SERVICES,31824
PUBLIC LIBRARY,97416
FIRE,72780
POLICE,86508
FLEET MANAGEMNT,42432
POLICE,9360
CITY COUNCIL,40368
FIRE,89646
FIRE,74628
POLICE,85278
WATER MGMNT,74880
STREETS & SAN,70408
STREETS & SAN,70408
LAW,64248
FINANCE,88140
OEMC,67656
OEMC,51216
POLICE,77238
FIRE,116664
LAW,124572
POLICE,79926
FIRE,89646
POLICE,55872
STREETS & SAN,65894
FIRE,103704
POLICE,77238
POLICE,55872
POLICE,74628
POLICE,86508
HUMAN RESOURCES,18200
POLICE,77238
FIRE,67596
WATER MGMNT,73216
POLICE,14633
POLICE,79926
POLICE,64248
OEMC,18886
REVENUE,53340
POLICE,79926
STREETS & SAN,65894
AVIATION,93120
POLICE,82878
POLICE,77238
FIRE,83922
POLICE,74628
STREETS & SAN,65894
POLICE,82878
POLICE,87048
FIRE,74628
FIRE,79926
POLICE,154932
POLICE,98766
OEMC,85332
HEALTH,70464
REVENUE,73848
TRANSPORTN,92064
FIRE,77238
AVIATION,70408
FAMILY & SUPPORT,2756
OEMC,18886
FIRE,79926
FIRE,78354
AVIATION,56208
OEMC,76980
POLICE,82878
FAMILY & SUPPORT,67224
POLICE,83916
PUBLIC LIBRARY,16130
LAW,25152
TRANSPORTN,70408
POLICE,92778
GENERAL SERVICES,38126
POLICE,85278
WATER MGMNT,93808
STREETS & SAN,91104
POLICE,98766
HEALTH,42264
HEALTH,64248
ENVIRONMENT,63276
POLICE,86508
FIRE,147438
STREETS & SAN,50952
FIRE,120228
POLICE,79926
POLICE,53628
POLICE,71040
POLICE,82878
POLICE,79926
POLICE,95694
POLICE,77238
POLICE,82878
POLICE,98766
POLICE,98766
FIRE,100482
POLICE,79926
POLICE,74628
STREETS & SAN,65894
POLICE,77238
POLICE,60918
TRANSPORTN,50952
FIRE,86460
POLICE,71040
FIRE,77238
FAMILY & SUPPORT,69684
POLICE,74628
POLICE,74628
POLICE,77238
POLICE,79926
MAYOR'S OFFICE,93996
PUBLIC LIBRARY,11471
OEMC,18886
REVENUE,48924
FIRE,87294
FIRE,83148
AVIATION,67656
TRANSPORTN,84968
COMMUNITY DEVELOPMENT,77280
POLICE,74628
POLICE,17618
POLICE,79926
POLICE,77238
TRANSPORTN,68162
POLICE,92268
POLICE,77238
POLICE,95694
POLICE,89646
FIRE,71082
POLICE,77238
FIRE,79926
OEMC,80052
POLICE,74628
STREETS & SAN,70408
POLICE,71040
TRANSPORTN,84968
WATER MGMNT,93808
FIRE,86460
OEMC,84032
AVIATION,51216
FIRE,77238
OEMC,58860
POLICE,74628
CITY CLERK,48576
FIRE,78354
BUSINESS AFFAIRS,66564
FIRE,81096
GENERAL SERVICES,84802
POLICE,74628
POLICE,92268
OEMC,58860
PUBLIC LIBRARY,33216
FIRE,77238
POLICE,74628
POLICE,74628
POLICE,79926
STREETS & SAN,39541
POLICE,79926
OEMC,58860
STREETS & SAN,65894
REVENUE,35328
FIRE,89646
POLICE,81090
POLICE,77238
POLICE,87048
POLICE,17618
POLICE,89646
GENERAL SERVICES,140364
HEALTH,50952
IPRA,91140
POLICE,74628
STREETS & SAN,70408
DoIT,55872
POLICE,82878
POLICE,16047
TRANSPORTN,48576
POLICE,79926
HUMAN RELATIONS,88140
POLICE,124542
ANIMAL CONTRL,58548
POLICE,77238
LAW,25152
AVIATION,58860
POLICE,98766
BUILDINGS,76536
POLICE,79926
POLICE,77238
STREETS & SAN,67808
STREETS & SAN,65894
POLICE,71040
FIRE,80862
FLEET MANAGEMNT,69684
POLICE,82878
POLICE,74628
POLICE,67704
OEMC,53628
POLICE,77238
WATER MGMNT,73216
OEMC,18886
POLICE,77238
GENERAL SERVICES,40019
FIRE,107064
OEMC,18655
FIRE,77238
POLICE,77238
POLICE,77238
FLEET MANAGEMNT,42432
POLICE,67704
POLICE,74628
FIRE,80214
PUBLIC LIBRARY,60792
BUILDINGS,48576
BUILDINGS,85872
POLICE,87048
BUILDINGS,96276
FIRE,107064
CITY CLERK,10920
POLICE,53628
POLICE,87048
STREETS & SAN,50952
STREETS & SAN,64248
FIRE,83562
GENERAL SERVICES,73216
STREETS & SAN,65894
STREETS & SAN,70408
POLICE,82878
STREETS & SAN,57648
POLICE,74628
FIRE,98766
POLICE,74628
FIRE,77238
POLICE,77238
WATER MGMNT,74880
TRANSPORTN,70408
POLICE,79926
BUILDINGS,84888
STREETS & SAN,70408
FIRE,79926
POLICE,77238
FIRE,78354
POLICE,74628
AVIATION,73216
TRANSPORTN,73216
TRANSPORTN,84968
FIRE,74628
POLICE,74628
OEMC,93504
POLICE,79926
FLEET MANAGEMNT,84032
POLICE,74628
POLICE,71040
FIRE,100482
STREETS & SAN,39541
FIRE,89838
FAMILY & SUPPORT,41856
TRANSPORTN,70408
POLICE,77238
POLICE,82878
TRANSPORTN,60237
OEMC,18886
PUBLIC LIBRARY,53340
POLICE,64374
BUSINESS AFFAIRS,70464
POLICE,79926
AVIATION,21258
AVIATION,97536
OEMC,56208
OEMC,45240
POLICE,79926
AVIATION,82638
POLICE,95694
TRANSPORTN,73848
AVIATION,53340
FIRE,87756
COMMUNITY DEVELOPMENT,73176
FIRE,86460
POLICE,79926
AVIATION,58860
POLICE,79926
OEMC,18886
STREETS & SAN,71635
LAW,57192
POLICE,71040
POLICE,111096
POLICE,74628
FIRE,81096
TRANSPORTN,50952
STREETS & SAN,70408
POLICE,16047
POLICE,74628
POLICE,77238
POLICE,79926
GENERAL SERVICES,40019
FIRE,87756
STREETS & SAN,65894
POLICE,81090
STREETS & SAN,50952
STREETS & SAN,80916
TRANSPORTN,73216
FIRE,86460
FAMILY & SUPPORT,50952
POLICE,86508
POLICE,74628
POLICE,79926
PUBLIC LIBRARY,83604
WATER MGMNT,95808
POLICE,79926
MAYOR'S OFFICE,162492
FLEET MANAGEMNT,42432
STREETS & SAN,79040
POLICE,86508
HEALTH,60792
AVIATION,70408
LAW,58716
STREETS & SAN,70408
STREETS & SAN,65894
POLICE,89646
WATER MGMNT,70408
PUBLIC LIBRARY,11471
POLICE,82878
FIRE,89838
POLICE,43104
POLICE,79926
POLICE,77238
STREETS & SAN,65894
OEMC,144048
OEMC,18886
POLICE,34764
OEMC,18886
POLICE,86508
HUMAN RESOURCES,84180
AVIATION,48924
CITY CLERK,38184
POLICE,77238
POLICE,86508
FAMILY & SUPPORT,64248
POLICE,86508
REVENUE,88140
POLICE,74628
POLICE,98766
POLICE,77238
FIRE,107064
POLICE,77238
OEMC,61692
POLICE,77238
BUILDINGS,91104
HEALTH,67296
POLICE,19313
POLICE,60918
POLICE,79926
STREETS & SAN,67224
PUBLIC LIBRARY,41856
FIRE,78354
PUBLIC LIBRARY,11471
POLICE,79926
STREETS & SAN,70408
WATER MGMNT,75504
STREETS & SAN,70408
POLICE,77238
FIRE,71082
POLICE,61692
TRANSPORTN,53340
POLICE,74628
AVIATION,70408
WATER MGMNT,70408
FIRE,80862
POLICE,16806
FINANCE,80256
FIRE,94134
FAMILY & SUPPORT,61308
BUSINESS AFFAIRS,63588
POLICE,74628
OEMC,56208
POLICE,61308
POLICE,77238
FIRE,90774
POLICE,82878
FAMILY & SUPPORT,58548
POLICE,79926
POLICE,77238
POLICE,79926
POLICE,18439
AVIATION,73752
POLICE,77238
POLICE,74628
POLICE,79926
FIRE,80214
POLICE,86508
POLICE,101958
POLICE,126336
POLICE,82878
FIRE,71082
FLEET MANAGEMNT,89773
FIRE,83148
FIRE,79926
FIRE,101958
POLICE,71040
PUBLIC LIBRARY,11471
POLICE,82878
FAMILY & SUPPORT,2756
DoIT,101664
GENERAL SERVICES,89364
POLICE,66300
GENERAL SERVICES,47445
STREETS & SAN,80916
STREETS & SAN,55872
OEMC,64596
WATER MGMNT,74880
PUBLIC LIBRARY,14706
POLICE,83562
STREETS & SAN,65894
OEMC,70884
POLICE,79926
POLICE,71040
POLICE,82878
POLICE,17618
STREETS & SAN,67808
POLICE,85278
FAMILY & SUPPORT,8580
LAW,95052
POLICE,82878
CULTURAL AFFAIRS,80916
OEMC,43836
AVIATION,92100
PUBLIC LIBRARY,70408
FIRE,114498
POLICE,77238
STREETS & SAN,70408
MAYOR'S OFFICE,101004
AVIATION,61506
FIRE,116664
POLICE,74628
POLICE,79926
STREETS & SAN,65894
POLICE,13832
CITY COUNCIL,41220
POLICE,71040
FINANCE,96276
BUILDINGS,76536
AVIATION,70408
FIRE,83148
POLICE,77238
OEMC,59796
POLICE,74628
GENERAL SERVICES,40019
FIRE,87294
FLEET MANAGEMNT,42432
STREETS & SAN,71635
WATER MGMNT,73216
POLICE,77238
TRANSPORTN,67296
OEMC,18886
FIRE,77238
POLICE,77238
POLICE,77238
FIRE,64248
POLICE,44280
PUBLIC LIBRARY,40368
OEMC,18886
POLICE,82878
OEMC,18886
MAYOR'S OFFICE,46692
FAMILY & SUPPORT,84180
POLICE,74628
WATER MGMNT,73216
OEMC,53628
POLICE,18439
WATER MGMNT,70408
POLICE,92268
WATER MGMNT,95680
POLICE,98766
BUILDINGS,61308
OEMC,67656
POLICE,83916
POLICE,79926
POLICE,83916
STREETS & SAN,67808
POLICE,105018
REVENUE,93024
MAYOR'S OFFICE,69684
AVIATION,63588
TRANSPORTN,64152
POLICE,21268
FIRE,64374
POLICE,77238
POLICE,79926
FIRE,131406
FIRE,98766
FIRE,103704
FIRE,96870
FIRE,102864
FIRE,79926
POLICE,74628
FIRE,80862
FIRE,107064
FIRE,83148
POLICE,79926
LAW,106416
FIRE,86460
STREETS & SAN,65894
POLICE,16806
OEMC,53628
POLICE,79926
POLICE,77238
POLICE,77238
POLICE,101958
WATER MGMNT,89752
POLICE,77238
POLICE,77238
POLICE,89646
BUILDINGS,83940
LAW,60324
POLICE,79926
POLICE,79926
POLICE,18439
POLICE,95694
TRANSPORTN,96574
POLICE,82878
POLICE,74628
POLICE,79926
POLICE,79926
FIRE,101958
POLICE,74628
CITY COUNCIL,58464
FIRE,101958
POLICE,82878
BOARD OF ELECTION,46500
FIRE,131406
POLICE,79926
POLICE,74628
FLEET MANAGEMNT,71635
FIRE,120228
FAMILY & SUPPORT,64248
POLICE,79926
FIRE,83148
HEALTH,63588
BUILDINGS,46428
POLICE,15319
POLICE,83916
FIRE,89838
TRANSPORTN,84968
TRANSPORTN,93122
POLICE,260004
PUBLIC LIBRARY,51984
WATER MGMNT,95680
POLICE,95694
POLICE,81090
POLICE,77238
POLICE,86508
STREETS & SAN,80808
STREETS & SAN,65894
TRANSPORTN,105996
STREETS & SAN,71469
STREETS & SAN,93808
POLICE,74628
STREETS & SAN,71469
HEALTH,159669
FIRE,80862
AVIATION,86986
FIRE,90834
FIRE,79926
FIRE,79926
POLICE,64596
FIRE,89838
POLICE,79926
AVIATION,96456
WATER MGMNT,50952
FIRE,89646
POLICE,77238
FIRE,98766
PUBLIC LIBRARY,88140
PUBLIC LIBRARY,11471
